source,category,title,target_raw,content,tags
교육운영데이터,박물관 체험/교육 프로그램,독도의 날 기념프로그램,전체,"국립해양박물관은 10월 25일 독도의 날을 맞이하여 기념 프로그램을 운영합니다. □ 프로그램 안내 일시 : 2025.10.25.(토) 10:00~16:30 장소 : 국립해양박물관 1층 다목적 홀 대상 : 박물관을 찾은 관람객 누구나 참여방법 : 시간대별 선착순 현장접수 □ 자율체험 프로그램 1 회차별 진행 시간과 프로그램을 안내하는 표입니다. 회차 시간 프로그램 1 10:00~11:00 독도.잘.알, 띵동 독도 우체통, 활동지 자율 배포 2 11:00~12:00 3 13:30~14:30 4 14:30~15:30 5 15:30~16:30 ​ㅇ (활동지 기반 탐색활동) 독도 잘.알. ㅇ (독도 편지쓰기) 독도 엽서 ㅇ (활동지 자율배포) 상설전시 연계 팝업 활동지 배포​ □ 자율체험 프로그램 2 회차별 진행 시간과 프로그램을 안내하는 표입니다. 회차 시간 프로그램 1 10:00~11:00 나만의 독도 만들기 2 11:00~12:00 나만의 독도 가방 꾸미기 3 13:30~14:30 나만의 독도 만들기​ 4 14:30~15:30 나만의 독도 가방 꾸미기 ​ 5 15:30~16:30 나만의 독도 만들기​​ ​​ㅇ (독도만들기 키트) 나만의 독도만들기 ㅇ (독도가방) 나만의 독도 가방 꾸미기​ □ 참여형 퀴즈 프로그램 회차별 진행 시간과 프로그램을 안내하는 표입니다. 회차 시간 프로그램 1 10:00~11:00 반짝! 독도 퀴즈​ 2 11:00~12:00 3 13:30~14:30 4 14:30~15:30 5 15:30~16:30 ​​​ㅇ (독도 퀴즈 풀기) 반짝! 독도퀴즈 - 체험존 내 퀴즈 부스에서 독도 및 해양박물관과 관련한 퀴즈 풀고 ‘독도’ 기념품 뽑아가기 ​□ 내용 각 교육프로그램에서 사용하는 교재지, 도구, 결과물 등을 사진으로 알려주는 표입니다. 독도 잘.알.활동지 독도 엽서 독도 포토카드 각 교육프로그램에서 사용하는 교재지, 도구, 결과물 등을 사진으로 알려주는 표입니다. 나만의 독도 만들기 나만의 독도 가방 만들기 ※ 유의 사항 - 모든 프로그램은 각 회 차 당 선착순으로 진행되며 체험 교구 소진 시 조기 마감 될 수 있습니다. - 교구재는 어린이 1명 당 1개 지급을 원칙으로 합니다. - 문의처 : 051-309-1797​",세부대상:누구나|기간:2025-10-25~2025-10-25
교육운영데이터,박물관 체험/교육 프로그램,가족 교육 프로그램 '잠수정 이야기',가족,"○ (교육명) 야외상설전시 연계 가족 교육프로그램 「잠수정 이야기」 /  ○ (교육내용) 기획전시 [수군, 해전]과 연계하여 야외상설전시장의 잠수정을 주제로 한 가족 교육 프로그램으로 강사선생님의 관련 설명을 듣고 돌고래급 잠수정의 내부까지 돌아보면서 해양문화에 대한 이해를 높이는 프로그램 / ○ (교육장소) 국립해양박물관 2층 바다배움터 /  ○ (소요시간) 약 60분",세부대상:초등학생 고학년 포함 가족|기간:2026-02-07~2026-02-08
교육운영데이터,박물관 체험/교육 프로그램,"기획전시 [수군, 해전] 연계 교육프로그램 - 대면프로그램",가족,"○ (교육명) 기획전시 [수군, 해전] 연계 교육 프로그램 / ○ (세부내용)​ 1. 기획전시 [수군, 해전] 활동지 및 “나는야! 수군 투구 만들기” 체험활동 /  ○ (교육장소) 박물관 2층 바다배움터 /  ○ (참가방법) 박물관 홈페이지 사전예약(1~6회 각각 신청)",세부대상:초등학생 포함 가족|기간:2025-09-13~2025-09-27
교육운영데이터,박물관 체험/교육 프로그램,"기획전시 [수군, 해전] 연계 교육프로그램 - 자율체험프로그램",전체,"○ (교육명) 기획전시 [수군, 해전] 연계 교육 프로그램 / ○ (세부내용)​ 기획전시 [수군, 해전] 활동지 자율 체험 / ○ (교육장소) 박물관 2층 기획전시실 앞 / ○(운영방법) 활동지 수령 후 자율체험",세부대상:누구나|기간:2025-09-13~2025-09-28
교육운영데이터,박물관 체험/교육 프로그램,"기획전시 [수군, 해전] 연계 부산시 협업 교육프로그램",가족,"○ (교육명) 기획전시 [수군, 해전] 연계 협업 교육 프로그램 / ○ (교육내용) 기획전시 <수군, 해전> 연계 교육프로그램 “나는야 수군, 투구 만들기” 와 부산시 주최 「제2회 ‘아이가 행복입니다. 부산’」행사 협력 프로그램으로, 기획전시 연계 교육프로그램 “나는야 수군, 투구 만들기” 교구 배포 및 연계 체험 활동 / ○ (교육장소) 국립해양박물관 2층 안내데스크 및 영화의 전당 야외광장 /  ○ (회차) 총 7회 (국립해양박물관내 5회, 영화의전당 야외광장 2회)",세부대상:초등학생 포함 가족|기간:2025-10-21~2025-10-25
교육운영데이터,박물관 체험/교육 프로그램,상설전시 보리출판사 협업 연계 가족 교육프로그램,가족,"○ (교육명) 해박탐험대 & 타임머신 타고 떠나는 바다여행 / ○ (교육장소) 국립해양박물관 바다배움터, 상설전시실 항해관, 어린이박물관 /  ○ (교육시간) 13:00~17:00 /   ○ (교육내용) 상설전시 연계 자기주도적 미션형 체험 교육 프로그램 및 어린이박물관 전시 해설 프로그램 운영 / ○ (세부내용) 해박탐험대: 상설전시실 4층(항해관)의 유물에 대한 자기주도형 미션 활동지 수행 및 교구재 체험, 해박 탐험대 임명장 수여식 등, 어린이박물관: 어린이박물관 및 전시 시나리오 소개, 자율체험, 소감 발표 등",세부대상:초등학생 포함 가족|기간:2025-10-25~2025-10-25
교육운영데이터,박물관 체험/교육 프로그램,"교과서 안 해양박물관 [라페루즈 세계일주 항해기, 바다를 지켜줘!]",어린이,"○ (교육명) 교과서 안 해양박물관 /  ○ (교육내용) 소장자료 콘텐츠 기반 초등 교과과정(고학년) 연계 교육프로그램 2종 운영(①라페루즈 세계일주 항해기, ②바다를 지켜줘!)
/ ○ (운영회차) 29회 / ○ (교육장소) 해당 학교 학급 교실(학교 방문 교육) /  ○ (참가방법) 부산남부,서부,해운대 교육지원청 협업을 통한 사전 접수",세부대상:초등학생 고학년|기간:2025-04-21~2025-09-23
교육운영데이터,박물관 체험/교육 프로그램,2025년 국립해양박물관 범부처 늘봄학교 현장방문형 프로그램,어린이,"○ (교육명) 2025년 국립해양박물관 범부처 늘봄학교 현장방문형 프로그램 /  ○ (교육내용) 국립해양박물관 유물 및 콘텐츠에 기반한 저학년 수준의 다양한 교육 커리큘럼 기획 및 운영 /  ○ (세부과정) 1차 : 국립해양박물관과 함께 바다를 만나요(박물관), 2차 : 바다와 국립해양박물관에서 일해요(해양직업), 3차 : 국립해양박물관에서 온 바다예술품(1) (해양예술), 4차 : 국립해양박물관에서 온 바다예술품(2) (해양예술), 5차 : 바다 탐험에 필요해요, 항해 도구(1) (항해도구), 6차 : 바다 탐험에 필요해요, 항해 도구(2) (항해도구), 7차 : 바다를 누비는 배(선박), 8차 : 반짝반짝 독도탐험(해양영토), 9차 : 바다를 지켜요(1) (해양환경), 10차 : 바다를 지켜요(2) (해양환경) /  ○ (교육장소) 부산광역시 영도구 영도초등학교",세부대상:늘봄교실 참여 초등학생|기간:2025-03-05~2025-05-07
교육운영데이터,박물관 체험/교육 프로그램,지역유치원 현장체험학습,어린이,"○ (교육명) 지역유치원 어린이박물관 현장체험학습 /  ○ (교육내용) 지역유치원을 대상으로 재개관한 어린이박물관을 알리고, 원아들의 체계적 체험학습을 진행 / (세부내용) 1. 어린이박물관 소개: 웰컴공간에서 설명을 듣고, 관람예절 등 학습, 2. 자유관람: 연령대별로 그룹화하여 구역별로 차례로 관람 유도, 3. 의견청취: 관람 중에 자유롭게 의견 청취 및 개선사항 논의",세부대상:3~5세 어린이|기간:2025-05-13~2025-05-15
교육운영데이터,박물관 체험/교육 프로그램,장애인 문화교육프로그램 [우리 다같이],가족,"○ (교육명) 장애인 문화 교육 프로그램 <우리 다같이> /  ○ (운영회차) 2회 / ○ (운영장소) 박물관 1층, 2층 어린이박물관, 야외데크
 ○ (교육내용) (전시) <어린이박물관 관람>, (소풍) 가족과 함께하는 피크닉 프로그램, (공연) 야외 버블공연, (교육) 독도의 날 행사 연계 프로그램 자율참여",세부대상:장애아동 가족|기간:2025-10-25~2025-10-25
